VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee,pickup_dt
2,2025-02-02 15:27:08,2025-02-02 15:48:07,2.0,9.59,1.0,N,138,148,1,38.0,5.0,0.5,9.55,0.0,1.0,59.05,2.5,1.75,0.75,2025-02-02 15:27:08
1,2025-02-02 09:08:13,2025-02-02 09:28:52,2.0,11.4,1.0,N,230,138,1,44.3,8.25,0.5,12.15,6.94,1.0,73.14,2.5,0.0,0.75,2025-02-02 09:08:13
2,2025-02-02 09:14:59,2025-02-02 09:43:58,1.0,19.25,2.0,N,132,141,1,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75,2025-02-02 09:14:59
1,2025-02-02 14:23:58,2025-02-02 14:47:02,1.0,11.1,1.0,N,229,138,1,43.6,8.25,0.5,12.05,6.94,1.0,72.34,2.5,0.0,0.75,2025-02-02 14:23:58
2,2025-02-02 11:07:05,2025-02-02 11:35:36,1.0,16.46,2.0,N,132,170,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-02 11:07:05
2,2025-02-02 12:02:18,2025-02-02 12:36:10,1.0,10.45,1.0,N,138,48,1,47.8,5.0,0.5,0.0,6.94,1.0,66.24,2.5,1.75,0.75,2025-02-02 12:02:18
2,2025-02-02 22:47:14,2025-02-02 23:02:50,1.0,10.56,1.0,N,132,82,2,-39.4,-1.0,-0.5,0.0,0.0,-1.0,-43.65,0.0,-1.75,0.0,2025-02-02 22:47:14
2,2025-02-02 08:14:25,2025-02-02 08:43:40,1.0,18.93,1.0,N,132,230,1,71.6,0.0,0.5,21.27,30.0,1.0,129.37,2.5,1.75,0.75,2025-02-02 08:14:25
2,2025-02-02 19:55:49,2025-02-02 20:11:20,1.0,8.21,1.0,N,138,162,1,32.4,5.0,0.5,9.82,6.94,1.0,60.66,2.5,1.75,0.75,2025-02-02 19:55:49
2,2025-02-02 18:02:58,2025-02-02 18:12:04,1.0,2.82,1.0,N,132,216,2,13.5,0.0,0.5,0.0,0.0,1.0,16.75,0.0,1.75,0.0,2025-02-02 18:02:58
2,2025-02-02 14:27:27,2025-02-02 15:11:20,1.0,12.92,1.0,N,138,188,1,55.5,5.0,0.5,18.6,0.0,1.0,82.35,0.0,1.75,0.0,2025-02-02 14:27:27
2,2025-02-02 13:15:33,2025-02-02 13:33:41,2.0,9.83,1.0,N,107,138,1,37.3,5.0,0.5,2.0,6.94,1.0,55.99,2.5,0.0,0.75,2025-02-02 13:15:33
2,2025-02-02 23:01:17,2025-02-02 23:26:15,2.0,10.14,1.0,N,138,143,1,40.8,6.0,0.5,12.7,0.0,1.0,65.25,2.5,1.75,0.0,2025-02-02 23:01:17
2,2025-02-02 17:10:01,2025-02-02 17:15:44,1.0,1.87,1.0,N,13,132,1,10.0,0.0,0.5,1.0,0.0,1.0,15.75,2.5,0.0,0.75,2025-02-02 17:10:01
2,2025-02-02 18:03:17,2025-02-02 18:24:20,1.0,9.44,1.0,N,138,141,1,38.7,5.0,0.5,11.28,6.94,1.0,67.67,2.5,1.75,0.0,2025-02-02 18:03:17
2,2025-02-02 17:47:37,2025-02-02 18:09:57,1.0,8.61,1.0,N,236,138,1,36.6,5.0,0.5,2.63,6.94,1.0,55.17,2.5,0.0,0.0,2025-02-02 17:47:37
1,2025-02-02 14:49:55,2025-02-02 15:19:58,1.0,9.5,1.0,N,132,160,2,39.4,1.75,0.5,0.0,0.0,1.0,42.65,0.0,1.75,0.0,2025-02-02 14:49:55
2,2025-02-02 17:06:46,2025-02-02 17:16:40,2.0,5.04,5.0,N,226,138,4,71.94,5.0,0.0,0.0,0.0,1.0,77.94,0.0,0.0,0.0,2025-02-02 17:06:46
2,2025-02-02 15:58:20,2025-02-02 16:18:47,1.0,9.8,1.0,N,138,229,1,38.0,5.0,0.5,10.94,6.94,1.0,67.38,2.5,1.75,0.75,2025-02-02 15:58:20
2,2025-02-02 19:26:50,2025-02-02 20:10:08,2.0,19.81,2.0,N,132,224,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-02 19:26:50
2,2025-02-02 22:26:27,2025-02-02 23:09:21,1.0,20.69,2.0,N,132,261,1,70.0,0.0,0.5,18.69,0.0,1.0,95.19,2.5,1.75,0.75,2025-02-02 22:26:27
2,2025-02-02 20:43:46,2025-02-02 21:22:09,1.0,18.89,2.0,N,132,249,3,-70.0,0.0,-0.5,0.0,0.0,-1.0,-75.75,-2.5,-1.75,0.0,2025-02-02 20:43:46
2,2025-02-02 02:24:35,2025-02-02 02:52:12,,7.86,,,132,62,0,-1.5,0.0,0.5,0.0,0.0,1.0,2.01,,,0.0,2025-02-02 02:24:35
2,2025-02-02 09:10:46,2025-02-02 09:27:51,,9.58,,,162,138,0,33.05,0.0,0.5,4.47,6.94,1.0,49.21,,,0.75,2025-02-02 09:10:46
2,2025-02-02 07:55:35,2025-02-02 08:25:14,2.0,18.56,2.0,N,236,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0,0.0,2025-02-02 07:55:35
2,2025-02-02 20:27:25,2025-02-02 20:42:03,1.0,10.27,1.0,N,132,265,2,-39.4,-1.0,-0.5,0.0,0.0,-1.0,-43.65,0.0,-1.75,0.0,2025-02-02 20:27:25
2,2025-02-02 16:50:06,2025-02-02 17:25:13,,18.9,,,262,132,0,62.96,0.0,0.5,7.39,6.94,1.0,81.29,,,0.0,2025-02-02 16:50:06
2,2025-02-02 22:44:54,2025-02-02 23:06:10,1.0,9.29,1.0,N,138,238,1,38.0,6.0,0.5,6.0,6.94,1.0,62.69,2.5,1.75,0.0,2025-02-02 22:44:54
2,2025-02-02 10:00:56,2025-02-02 10:34:32,1.0,18.3,2.0,N,132,42,1,70.0,0.0,0.5,20.0,6.94,1.0,100.19,0.0,1.75,0.0,2025-02-02 10:00:56
2,2025-02-02 20:59:13,2025-02-02 21:41:28,4.0,20.7,2.0,N,132,87,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-02 20:59:13
2,2025-02-02 21:49:17,2025-02-02 22:18:44,1.0,16.41,2.0,N,132,100,2,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75,2025-02-02 21:49:17
1,2025-02-02 21:09:24,2025-02-02 21:31:30,1.0,11.2,1.0,N,132,157,2,42.9,2.75,0.5,0.0,0.0,1.0,47.15,0.0,1.75,0.0,2025-02-02 21:09:24
2,2025-02-02 06:52:17,2025-02-02 07:04:15,1.0,8.25,1.0,N,132,93,4,32.4,0.0,0.5,0.0,0.0,1.0,35.65,0.0,1.75,0.0,2025-02-02 06:52:17
2,2025-02-02 12:43:26,2025-02-02 12:43:32,4.0,0.05,5.0,N,132,132,1,85.0,0.0,0.0,5.0,0.0,1.0,91.0,0.0,0.0,0.0,2025-02-02 12:43:26
2,2025-02-02 13:54:08,2025-02-02 14:19:51,1.0,10.23,1.0,N,138,113,1,42.2,5.0,0.5,11.78,6.94,1.0,72.42,2.5,1.75,0.75,2025-02-02 13:54:08
2,2025-02-02 10:05:06,2025-02-02 10:35:01,2.0,11.23,1.0,N,48,138,1,47.8,5.0,0.5,11.51,0.0,1.0,69.06,2.5,0.0,0.75,2025-02-02 10:05:06
2,2025-02-02 19:35:45,2025-02-02 20:01:32,1.0,9.5,1.0,N,237,138,1,39.4,5.0,0.5,8.0,6.94,1.0,63.34,2.5,0.0,0.0,2025-02-02 19:35:45
2,2025-02-02 19:37:22,2025-02-02 20:20:12,2.0,17.97,2.0,N,132,68,1,70.0,0.0,0.5,10.0,6.94,1.0,93.44,2.5,1.75,0.75,2025-02-02 19:37:22
2,2025-02-02 14:45:53,2025-02-02 15:30:41,2.0,16.21,2.0,N,132,237,1,70.0,0.0,0.5,14.95,0.0,1.0,91.45,2.5,1.75,0.75,2025-02-02 14:45:53
2,2025-02-02 08:28:17,2025-02-02 08:51:35,1.0,16.23,2.0,N,132,230,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0,0.0,2025-02-02 08:28:17
1,2025-02-02 12:44:29,2025-02-02 13:24:44,1.0,18.2,2.0,N,132,4,2,70.0,5.0,0.5,0.0,0.0,1.0,76.5,2.5,1.75,0.75,2025-02-02 12:44:29
2,2025-02-02 14:13:26,2025-02-02 14:46:00,3.0,14.18,3.0,N,107,1,1,77.6,0.0,0.0,23.85,16.06,1.0,119.26,0.0,0.0,0.75,2025-02-02 14:13:26
1,2025-02-02 14:21:45,2025-02-02 14:43:52,1.0,11.2,1.0,N,138,242,2,42.9,6.75,0.5,0.0,13.63,1.0,64.78,0.0,1.75,0.0,2025-02-02 14:21:45
2,2025-02-02 19:18:24,2025-02-02 19:36:36,1.0,8.06,1.0,N,138,263,1,32.4,5.0,0.5,9.67,6.94,1.0,59.76,2.5,1.75,0.0,2025-02-02 19:18:24
1,2025-02-02 17:32:08,2025-02-02 18:02:58,1.0,9.8,1.0,N,138,249,1,42.9,10.0,0.5,15.35,6.94,1.0,76.69,2.5,1.75,0.75,2025-02-02 17:32:08
2,2025-02-02 04:25:52,2025-02-02 04:52:19,2.0,19.75,3.0,N,164,1,1,94.4,1.0,0.0,24.64,26.06,1.0,147.85,0.0,0.0,0.75,2025-02-02 04:25:52
2,2025-02-02 14:43:52,2025-02-02 14:49:29,3.0,3.77,5.0,N,216,132,1,87.0,0.0,0.0,22.0,0.0,1.0,110.0,0.0,0.0,0.0,2025-02-02 14:43:52
2,2025-02-02 16:23:27,2025-02-02 17:16:02,1.0,18.21,2.0,N,132,230,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 16:23:27
2,2025-02-02 10:18:44,2025-02-02 10:26:55,1.0,3.21,1.0,N,132,10,1,14.2,0.0,0.5,3.14,0.0,1.0,20.59,0.0,1.75,0.0,2025-02-02 10:18:44
2,2025-02-02 23:59:29,2025-02-03 00:29:40,1.0,17.21,2.0,N,132,186,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 23:59:29
2,2025-02-02 17:11:14,2025-02-02 17:53:20,1.0,17.6,2.0,N,162,132,1,70.0,0.0,0.5,14.0,0.0,1.0,88.75,2.5,0.0,0.75,2025-02-02 17:11:14
2,2025-02-02 21:02:20,2025-02-02 21:31:36,1.0,16.82,2.0,N,132,162,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 21:02:20
2,2025-02-02 20:41:47,2025-02-02 20:52:42,1.0,6.18,1.0,N,132,28,3,24.7,1.0,0.5,0.0,0.0,1.0,28.95,0.0,1.75,0.0,2025-02-02 20:41:47
2,2025-02-02 06:43:28,2025-02-02 07:07:45,1.0,15.52,1.0,N,132,80,1,59.0,0.0,0.5,12.45,0.0,1.0,74.7,0.0,1.75,0.0,2025-02-02 06:43:28
2,2025-02-02 16:39:55,2025-02-02 17:29:33,1.0,18.83,2.0,N,132,74,1,70.0,0.0,0.5,0.0,6.94,1.0,80.19,0.0,1.75,0.0,2025-02-02 16:39:55
2,2025-02-02 20:59:49,2025-02-02 21:42:49,1.0,19.0,2.0,N,132,158,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 20:59:49
2,2025-02-02 20:16:26,2025-02-02 20:23:55,1.0,1.55,1.0,N,138,70,1,10.0,6.0,0.5,10.0,0.0,1.0,29.25,0.0,1.75,0.0,2025-02-02 20:16:26
2,2025-02-02 14:21:01,2025-02-02 15:05:46,1.0,17.38,2.0,N,132,161,2,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75,2025-02-02 14:21:01
2,2025-02-02 19:09:41,2025-02-02 20:01:05,2.0,19.57,2.0,N,132,50,2,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75,2025-02-02 19:09:41
2,2025-02-02 12:14:00,2025-02-02 12:37:09,2.0,9.33,3.0,N,138,68,1,58.0,5.0,0.0,14.34,6.94,1.0,87.78,0.0,1.75,0.75,2025-02-02 12:14:00
2,2025-02-02 23:29:44,2025-02-02 23:48:55,1.0,8.48,1.0,N,132,131,1,33.8,1.0,0.5,7.26,0.0,1.0,45.31,0.0,1.75,0.0,2025-02-02 23:29:44
1,2025-02-02 17:26:26,2025-02-02 17:52:37,1.0,10.7,1.0,N,230,138,1,43.6,10.75,0.5,11.15,0.0,1.0,67.0,2.5,0.0,0.75,2025-02-02 17:26:26
2,2025-02-02 00:51:28,2025-02-02 01:24:18,4.0,20.55,2.0,N,132,244,4,70.0,0.0,0.5,0.0,6.94,1.0,80.19,0.0,1.75,0.0,2025-02-02 00:51:28
2,2025-02-02 20:23:06,2025-02-02 21:02:49,1.0,18.86,2.0,N,132,263,1,70.0,0.0,0.5,10.0,6.94,1.0,92.69,2.5,1.75,0.0,2025-02-02 20:23:06
2,2025-02-02 22:45:26,2025-02-02 23:21:36,1.0,19.71,2.0,N,132,236,1,70.0,0.0,0.5,16.54,6.94,1.0,99.23,2.5,1.75,0.0,2025-02-02 22:45:26
2,2025-02-02 15:22:29,2025-02-02 15:56:50,1.0,10.03,1.0,N,132,61,1,45.0,0.0,0.5,11.62,0.0,1.0,59.87,0.0,1.75,0.0,2025-02-02 15:22:29
2,2025-02-02 04:51:13,2025-02-02 04:55:53,1.0,3.15,5.0,N,216,132,1,84.0,0.0,0.0,17.0,0.0,1.0,102.0,0.0,0.0,0.0,2025-02-02 04:51:13
2,2025-02-02 14:00:11,2025-02-02 14:20:02,1.0,11.17,1.0,N,132,157,2,42.2,0.0,0.5,0.0,0.0,1.0,45.45,0.0,1.75,0.0,2025-02-02 14:00:11
2,2025-02-02 22:06:02,2025-02-02 22:42:25,1.0,16.8,1.0,N,138,26,1,66.0,6.0,0.5,0.0,0.0,1.0,75.25,0.0,1.75,0.0,2025-02-02 22:06:02
2,2025-02-02 20:46:43,2025-02-02 21:14:22,1.0,11.77,1.0,N,138,261,1,47.8,6.0,0.5,2.0,0.0,1.0,62.3,2.5,1.75,0.75,2025-02-02 20:46:43
2,2025-02-02 09:52:59,2025-02-02 10:07:37,1.0,8.92,1.0,N,138,137,1,34.5,5.0,0.5,10.24,6.94,1.0,63.18,2.5,1.75,0.75,2025-02-02 09:52:59
2,2025-02-02 20:11:39,2025-02-02 20:39:56,1.0,11.02,1.0,N,138,161,1,45.0,5.0,0.5,15.42,6.94,1.0,78.86,2.5,1.75,0.75,2025-02-02 20:11:39
2,2025-02-02 09:46:04,2025-02-02 10:05:53,1.0,9.13,1.0,N,138,186,1,38.0,5.0,0.5,10.94,6.94,1.0,67.38,2.5,1.75,0.75,2025-02-02 09:46:04
2,2025-02-02 17:48:31,2025-02-02 18:25:24,2.0,17.77,2.0,N,132,224,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 17:48:31
1,2025-02-02 23:27:09,2025-02-02 23:44:52,2.0,9.7,1.0,N,138,140,1,38.0,10.25,0.5,3.0,6.94,1.0,59.69,2.5,1.75,0.0,2025-02-02 23:27:09
2,2025-02-02 14:53:43,2025-02-02 15:39:40,2.0,18.52,2.0,N,132,230,1,70.0,0.0,0.5,10.0,6.94,1.0,93.44,2.5,1.75,0.75,2025-02-02 14:53:43
2,2025-02-02 14:49:00,2025-02-02 15:26:35,,17.89,,,170,1,0,102.95,0.0,0.0,16.56,0.0,1.0,121.26,,,0.75,2025-02-02 14:49:00
2,2025-02-02 20:44:37,2025-02-02 21:24:34,2.0,17.8,2.0,N,132,237,1,70.0,0.0,0.5,20.42,6.94,1.0,103.86,2.5,1.75,0.75,2025-02-02 20:44:37
2,2025-02-02 17:13:56,2025-02-02 17:42:20,1.0,11.74,1.0,N,132,138,1,45.0,5.0,0.5,3.0,0.0,1.0,56.25,0.0,1.75,0.0,2025-02-02 17:13:56
2,2025-02-02 18:05:01,2025-02-02 18:29:03,3.0,10.72,1.0,N,138,43,1,42.9,5.0,0.5,6.13,6.94,1.0,67.47,2.5,1.75,0.75,2025-02-02 18:05:01
2,2025-02-02 19:10:55,2025-02-02 19:20:44,1.0,5.4,1.0,N,138,95,1,21.9,5.0,0.5,5.68,0.0,1.0,35.83,0.0,1.75,0.0,2025-02-02 19:10:55
2,2025-02-02 16:43:23,2025-02-02 16:44:29,1.0,0.61,1.0,N,132,132,4,5.1,0.0,0.5,0.0,0.0,1.0,8.35,0.0,1.75,0.0,2025-02-02 16:43:23
2,2025-02-02 15:29:52,2025-02-02 16:00:22,1.0,13.59,1.0,N,138,13,1,54.8,5.0,0.5,14.65,6.94,1.0,87.89,2.5,1.75,0.75,2025-02-02 15:29:52
2,2025-02-02 21:11:57,2025-02-02 22:00:22,3.0,29.2,4.0,N,132,265,1,133.2,1.0,0.0,31.59,21.0,1.0,189.54,0.0,1.75,0.0,2025-02-02 21:11:57
2,2025-02-02 18:51:21,2025-02-02 19:05:41,1.0,4.79,1.0,N,132,10,1,21.9,0.0,0.5,7.02,0.0,1.0,32.17,0.0,1.75,0.0,2025-02-02 18:51:21
2,2025-02-02 12:26:16,2025-02-02 12:45:54,1.0,9.69,1.0,N,138,79,1,38.0,5.0,0.5,11.29,6.94,1.0,67.73,2.5,1.75,0.75,2025-02-02 12:26:16
2,2025-02-02 14:39:24,2025-02-02 15:09:28,1.0,19.91,3.0,N,163,1,1,95.1,0.0,0.0,24.48,25.56,1.0,146.89,0.0,0.0,0.75,2025-02-02 14:39:24
2,2025-02-02 22:55:27,2025-02-02 23:27:30,2.0,20.25,2.0,N,132,75,1,70.0,0.0,0.5,15.69,6.94,1.0,95.88,0.0,1.75,0.0,2025-02-02 22:55:27
1,2025-02-02 09:14:54,2025-02-02 09:37:27,1.0,9.9,1.0,N,138,239,1,40.1,9.25,0.5,3.5,6.94,1.0,61.29,2.5,1.75,0.0,2025-02-02 09:14:54
2,2025-02-02 20:22:01,2025-02-02 20:32:51,1.0,4.18,1.0,N,138,56,1,18.4,6.0,0.5,0.0,0.0,1.0,27.65,0.0,1.75,0.0,2025-02-02 20:22:01
1,2025-02-02 17:45:41,2025-02-02 18:23:40,2.0,9.9,1.0,N,138,230,1,49.2,10.0,0.5,13.5,6.94,1.0,81.14,2.5,1.75,0.75,2025-02-02 17:45:41
1,2025-02-02 19:23:36,2025-02-02 19:48:13,2.0,8.5,1.0,N,138,217,1,36.6,6.75,0.5,3.0,0.0,1.0,47.85,0.0,1.75,0.0,2025-02-02 19:23:36
2,2025-02-02 18:31:21,2025-02-02 19:07:25,1.0,20.69,1.0,N,132,14,2,-77.2,0.0,-0.5,0.0,0.0,-1.0,-80.45,0.0,-1.75,0.0,2025-02-02 18:31:21
2,2025-02-02 21:20:28,2025-02-02 21:58:03,1.0,18.47,1.0,N,132,97,1,69.5,1.0,0.5,14.4,0.0,1.0,88.15,0.0,1.75,0.0,2025-02-02 21:20:28
2,2025-02-02 15:21:17,2025-02-02 15:45:23,2.0,10.63,1.0,N,45,138,2,43.6,5.0,0.5,0.0,0.0,1.0,53.35,2.5,0.0,0.75,2025-02-02 15:21:17
1,2025-02-02 15:32:45,2025-02-02 16:28:16,0.0,19.3,2.0,N,132,151,1,70.0,1.75,0.5,16.0,6.94,1.0,96.19,0.0,1.75,0.0,2025-02-02 15:32:45
2,2025-02-02 23:02:10,2025-02-02 23:36:24,1.0,18.78,2.0,N,132,114,1,70.0,0.0,0.5,18.69,0.0,1.0,95.19,2.5,1.75,0.75,2025-02-02 23:02:10
1,2025-02-02 23:03:51,2025-02-02 23:31:08,1.0,13.9,1.0,N,132,223,1,52.7,2.75,0.5,14.25,0.0,1.0,71.2,0.0,1.75,0.0,2025-02-02 23:03:51
2,2025-02-02 13:13:22,2025-02-02 13:43:00,2.0,17.46,2.0,N,132,170,1,70.0,0.0,0.5,20.42,6.94,1.0,103.86,2.5,1.75,0.75,2025-02-02 13:13:22
2,2025-02-02 16:16:10,2025-02-02 16:16:17,1.0,0.0,5.0,N,132,132,1,85.0,0.0,0.0,17.2,0.0,1.0,104.95,0.0,1.75,0.0,2025-02-02 16:16:10
2,2025-02-02 14:12:29,2025-02-02 14:22:24,1.0,6.58,5.0,N,226,138,1,59.0,5.0,0.0,13.0,0.0,1.0,78.0,0.0,0.0,0.0,2025-02-02 14:12:29
2,2025-02-02 20:11:42,2025-02-02 20:30:46,1.0,9.48,1.0,N,138,140,1,38.0,5.0,0.5,11.14,6.94,1.0,66.83,2.5,1.75,0.0,2025-02-02 20:11:42
1,2025-02-02 03:02:46,2025-02-02 03:30:59,1.0,18.7,2.0,N,132,79,1,70.0,5.0,0.5,15.3,0.0,1.0,91.8,2.5,1.75,0.75,2025-02-02 03:02:46
2,2025-02-02 14:06:52,2025-02-02 14:30:26,2.0,9.58,1.0,N,43,138,1,40.1,5.0,0.5,9.97,0.0,1.0,59.82,2.5,0.0,0.75,2025-02-02 14:06:52
1,2025-02-02 23:59:22,2025-02-03 00:46:01,1.0,13.5,1.0,N,132,181,1,54.1,1.75,0.5,11.45,0.0,1.0,68.8,0.0,1.75,0.0,2025-02-02 23:59:22
1,2025-02-02 14:41:26,2025-02-02 15:02:47,1.0,9.7,1.0,N,138,141,1,39.4,9.25,0.5,14.25,6.94,1.0,71.34,2.5,1.75,0.0,2025-02-02 14:41:26
2,2025-02-02 22:27:38,2025-02-02 23:00:15,1.0,19.09,2.0,N,132,232,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-02 22:27:38
1,2025-02-02 21:16:19,2025-02-02 21:58:21,4.0,19.1,2.0,N,132,142,1,70.0,5.0,0.5,16.7,6.94,1.0,100.14,2.5,1.75,0.75,2025-02-02 21:16:19
2,2025-02-02 23:21:04,2025-02-02 23:42:51,1.0,10.05,1.0,N,138,249,1,40.1,6.0,0.5,11.91,6.94,1.0,71.45,2.5,1.75,0.75,2025-02-02 23:21:04
2,2025-02-02 18:36:38,2025-02-02 19:01:12,1.0,7.69,1.0,N,138,162,1,34.5,5.0,0.5,7.5,0.0,1.0,53.5,2.5,1.75,0.75,2025-02-02 18:36:38
2,2025-02-02 23:29:16,2025-02-02 23:45:57,1.0,10.15,1.0,N,132,82,2,38.7,1.0,0.5,0.0,0.0,1.0,42.95,0.0,1.75,0.0,2025-02-02 23:29:16
2,2025-02-02 21:17:59,2025-02-02 21:37:23,1.0,9.18,1.0,N,138,164,1,36.6,6.0,0.5,16.29,6.94,1.0,72.33,2.5,1.75,0.75,2025-02-02 21:17:59
2,2025-02-02 19:10:18,2025-02-02 19:32:55,1.0,8.05,1.0,N,138,262,1,35.2,5.0,0.5,5.0,6.94,1.0,57.89,2.5,1.75,0.0,2025-02-02 19:10:18
2,2025-02-02 10:59:29,2025-02-02 11:24:27,3.0,13.79,1.0,N,138,200,1,53.4,5.0,0.5,13.37,6.94,1.0,81.96,0.0,1.75,0.0,2025-02-02 10:59:29
1,2025-02-02 22:21:53,2025-02-02 22:43:42,1.0,9.7,1.0,N,138,237,1,39.4,10.25,0.5,11.6,6.94,1.0,69.69,2.5,1.75,0.0,2025-02-02 22:21:53
2,2025-02-02 11:29:17,2025-02-02 12:02:48,1.0,13.25,1.0,N,138,158,1,55.5,5.0,0.5,0.01,6.94,1.0,73.95,2.5,1.75,0.75,2025-02-02 11:29:17
2,2025-02-02 06:01:57,2025-02-02 06:21:16,1.0,8.67,1.0,N,132,265,1,35.2,0.0,0.5,4.61,0.0,1.0,43.06,0.0,1.75,0.0,2025-02-02 06:01:57
2,2025-02-02 14:00:41,2025-02-02 14:35:53,1.0,17.09,2.0,N,132,170,1,70.0,0.0,0.5,10.0,6.94,1.0,93.44,2.5,1.75,0.75,2025-02-02 14:00:41
2,2025-02-02 08:32:01,2025-02-02 08:42:23,1.0,8.12,1.0,N,132,93,2,31.0,0.0,0.5,0.0,0.0,1.0,34.25,0.0,1.75,0.0,2025-02-02 08:32:01
2,2025-02-02 16:51:26,2025-02-02 17:26:24,3.0,15.27,1.0,N,146,132,1,61.1,0.0,0.5,12.52,0.0,1.0,75.12,0.0,0.0,0.0,2025-02-02 16:51:26
2,2025-02-02 15:19:11,2025-02-02 15:47:46,1.0,10.45,1.0,N,161,138,1,45.0,5.0,0.5,18.51,6.94,1.0,80.2,2.5,0.0,0.75,2025-02-02 15:19:11
1,2025-02-02 13:37:39,2025-02-02 14:09:30,1.0,16.3,1.0,N,132,260,1,61.8,1.75,0.5,13.0,0.0,1.0,78.05,0.0,1.75,0.0,2025-02-02 13:37:39
2,2025-02-02 21:31:28,2025-02-02 21:55:19,2.0,10.9,1.0,N,138,140,1,43.6,6.0,0.5,0.12,6.94,1.0,63.16,2.5,1.75,0.75,2025-02-02 21:31:28
2,2025-02-02 10:43:22,2025-02-02 11:02:33,1.0,8.87,1.0,N,138,234,1,36.6,5.0,0.5,10.66,6.94,1.0,65.7,2.5,1.75,0.75,2025-02-02 10:43:22
2,2025-02-02 05:59:59,2025-02-02 06:31:35,2.0,17.62,2.0,N,132,234,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 05:59:59
2,2025-02-02 10:52:05,2025-02-02 11:14:57,2.0,9.32,1.0,N,138,161,1,38.0,5.0,0.5,10.94,6.94,1.0,67.38,2.5,1.75,0.75,2025-02-02 10:52:05
2,2025-02-02 17:17:19,2025-02-02 17:58:00,1.0,11.37,1.0,N,132,49,1,50.6,0.0,0.5,15.63,0.0,1.0,69.48,0.0,1.75,0.0,2025-02-02 17:17:19
2,2025-02-02 16:30:42,2025-02-02 17:14:29,1.0,17.34,2.0,N,132,68,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-02 16:30:42
2,2025-02-02 17:21:34,2025-02-02 17:44:49,1.0,11.36,1.0,N,132,265,1,44.3,0.0,0.5,11.45,0.0,1.0,59.0,0.0,1.75,0.0,2025-02-02 17:21:34
2,2025-02-02 11:57:06,2025-02-02 12:44:13,6.0,22.27,2.0,N,132,163,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-02 11:57:06
2,2025-02-02 14:28:05,2025-02-02 15:13:26,3.0,17.14,5.0,N,132,163,2,85.0,0.0,0.0,0.0,6.94,1.0,97.94,2.5,1.75,0.75,2025-02-02 14:28:05
2,2025-02-02 19:08:09,2025-02-02 19:33:05,1.0,9.4,1.0,N,138,141,1,39.4,5.0,0.5,11.07,6.94,1.0,68.16,2.5,1.75,0.0,2025-02-02 19:08:09
1,2025-02-02 13:49:51,2025-02-02 14:41:25,1.0,18.4,2.0,N,132,162,1,70.0,5.0,0.5,14.0,0.0,1.0,90.5,2.5,1.75,0.75,2025-02-02 13:49:51
2,2025-02-02 08:00:30,2025-02-02 08:21:36,2.0,8.93,1.0,N,132,102,1,36.6,0.0,0.5,7.62,0.0,1.0,47.47,0.0,1.75,0.0,2025-02-02 08:00:30
1,2025-02-02 16:22:15,2025-02-02 17:09:37,1.0,17.7,2.0,N,132,113,1,70.0,5.0,0.5,16.68,6.94,1.0,100.12,2.5,1.75,0.75,2025-02-02 16:22:15
2,2025-02-02 13:01:13,2025-02-02 13:25:15,1.0,10.88,1.0,N,138,164,1,44.3,5.0,0.5,12.2,6.94,1.0,74.94,2.5,1.75,0.75,2025-02-02 13:01:13
2,2025-02-02 09:45:50,2025-02-02 10:11:53,1.0,11.91,1.0,N,138,209,1,48.5,5.0,0.5,11.65,0.0,1.0,71.65,2.5,1.75,0.75,2025-02-02 09:45:50
